NAME,LATITUDE,LONGITUDE
"Brazil/Mucuri",-18.08639,-39.55083
"Brazil/Morro do Chapéu",-11.54852,-41.15804
"Brazil/Morro da Fumaça",-28.65083,-49.21
"Brazil/Morro Agudo",-20.73139,-48.05778
"Brazil/Morrinhos",-17.73111,-49.09944
"Brazil/Morretes",-25.47694,-48.83444
"Brazil/Monte Sião",-22.4325,-46.5725
"Brazil/Montes Claros",-16.735,-43.86167
"Brazil/Monte Santo de Minas",-21.18972,-46.98028
"Brazil/Monte Santo",-10.43778,-39.33278
"Brazil/Montenegro",-29.68861,-51.46111
"Brazil/Monte Mor",-22.94667,-47.31583
"Brazil/Monte Carmelo",-18.72472,-47.49861
"Brazil/Monte Azul Paulista",-20.90722,-48.64139
"Brazil/Monte Azul",-15.155,-42.87472
"Brazil/Monte Aprazível",-20.7725,-49.71417
"Brazil/Monte Alto",-21.26111,-48.49639
"Brazil/Monte Alegre de Minas",-18.87056,-48.88083
"Brazil/Montanha",-18.12694,-40.36333
"Brazil/Mongaguá",-24.09306,-46.62083
"Brazil/Mogi Mirim",-22.43194,-46.95778
"Brazil/Mogi Guaçu",-22.3677,-46.94552
"Brazil/Mogi das Cruzes",-23.52278,-46.18833
"Brazil/Mococa",-21.46778,-47.00472
"Brazil/Mirassol",-20.81917,-49.52111
"Brazil/Mirante do Paranapanema",-22.29194,-51.90639
"Brazil/Mirangaba",-10.95444,-40.57583
"Brazil/Mirandópolis",-21.13361,-51.10167
"Brazil/Miranda",-20.24056,-56.37833
"Brazil/Miracema",-21.41222,-42.19667
"Brazil/Miracatu",-24.28139,-47.45972
"Brazil/Mineiros",-17.56944,-52.55111
"Brazil/Minas Novas",-17.21861,-42.59028
"Brazil/Mimoso do Sul",-21.06417,-41.36639
"Brazil/Miguel Pereira",-22.45389,-43.46889
"Brazil/Miguelópolis",-20.17944,-48.03194
"Brazil/Miguel Calmon",-11.42889,-40.595
"Brazil/Mendes",-22.52667,-43.73278
"Brazil/Medina",-16.2225,-41.47694
"Brazil/Medianeira",-25.29528,-54.09389
"Brazil/Medeiros Neto",-17.37389,-40.22056
"Brazil/Mauá",-23.66778,-46.46139
"Brazil/Matozinhos",-19.55778,-44.08139
"Brazil/Vila Bela da Santíssima Trindade",-15.00806,-59.95056
"Brazil/Matipó",-20.28389,-42.34111
"Brazil/Matinhos",-25.83219,-48.53966
"Brazil/Mateus Leme",-19.98639,-44.42778
"Brazil/Matelândia",-25.24039,-53.9824
"Brazil/Matão",-21.60333,-48.36583
"Brazil/Mata de São João",-12.53028,-38.29917
"Brazil/Massaranduba",-26.61056,-49.00833
"Brazil/Maruim",-10.7375,-37.08167
"Brazil/Martinópolis",-22.14583,-51.17083
"Brazil/Marmeleiro",-26.14944,-53.02611
"Brazil/Maringá",-23.42528,-51.93861
"Brazil/Marília",-22.21389,-49.94583
"Brazil/Maricá",-22.91944,-42.81861
"Brazil/Mariana",-20.37778,-43.41611
"Brazil/Marialva",-23.485,-51.79167
"Brazil/Marechal Floriano",-20.41278,-40.68306
"Brazil/Marechal Cândido Rondon",-24.55611,-54.05667
"Brazil/Maravilha",-26.76083,-53.1725
"Brazil/Marau",-28.44917,-52.2
"Brazil/Maraú",-14.10395,-39.0149
"Brazil/Marataizes",-21.04333,-40.82444
"Brazil/Maragogipe",-12.77778,-38.91944
"Brazil/Maracás",-13.44111,-40.43083
"Brazil/Maracaju",-21.61444,-55.16833
"Brazil/Mantena",-18.78167,-40.98028
"Brazil/Manhumirim",-20.35778,-41.95806
"Brazil/Manhuaçu",-20.25806,-42.03361
"Brazil/Mangueirinha",-25.94111,-52.17556
"Brazil/Mangaratiba",-22.95972,-44.04056
"Brazil/Manga",-14.75583,-43.93222
"Brazil/Mandirituba",-25.77889,-49.32611
"Brazil/Mandaguari",-23.52098,-51.68179
"Brazil/Mandaguaçu",-23.34722,-52.09528
"Brazil/Malhada",-14.33611,-43.77361
"Brazil/Malacacheta",-17.84222,-42.07667
"Brazil/Mairiporã",-23.31861,-46.58667
"Brazil/Mairinque",-23.54583,-47.18333
"Brazil/Mairi",-11.71139,-40.14889
"Brazil/Magé",-22.65278,-43.04056
"Brazil/Mafra",-26.11139,-49.80528
"Brazil/Madre de Deus",-12.74083,-38.62083
"Brazil/Machado",-21.67472,-45.91972
"Brazil/Macaúbas",-13.01944,-42.69861
"Brazil/Macatuba",-22.50222,-48.71139
"Brazil/Macarani",-15.56833,-40.42306
"Brazil/Macaé",-22.38484,-41.78324
"Brazil/Luziânia",-16.2525,-47.95028
"Brazil/Luz",-19.80139,-45.68556
"Brazil/Lucélia",-21.72028,-51.01889
"Brazil/Lucas",-16.33333,-55.93333
"Brazil/Louveira",-23.08639,-46.95056
"Brazil/Lorena",-22.73083,-45.12472
"Brazil/Londrina",-23.31028,-51.16278
"Brazil/Loanda",-22.92306,-53.13722
"Brazil/Livramento do Brumado",-13.65145,-41.84564
"Brazil/Lins",-21.67861,-49.7425
"Brazil/Linhares",-19.39111,-40.07222
"Brazil/Limeira",-22.56472,-47.40167
"Brazil/Lima Duarte",-21.8425,-43.79306
"Brazil/Liberdade",-23.56338,-46.63228
"Brazil/Leopoldina",-21.53194,-42.64306
"Brazil/Lençóis Paulista",-22.59861,-48.80028
"Brazil/Leme",-22.18556,-47.39028
"Brazil/Lavras",-21.24528,-44.99972
"Brazil/Laranjeiras do Sul",-25.40778,-52.41611
"Brazil/Laranjeiras",-10.80639,-37.17
"Brazil/Laranjal Paulista",-23.04972,-47.83667
"Brazil/Lapão",-11.38333,-41.83194
"Brazil/Lapa",-23.52355,-46.70726
"Brazil/Lapa",-25.76972,-49.71583
"Brazil/Lambari",-21.97556,-45.35028
"Brazil/Lajinha",-20.15139,-41.62278
"Brazil/Lages",-27.81611,-50.32611
"Brazil/Teolândia",-13.60234,-39.49241
"Brazil/Lajeado",-29.46694,-51.96139
"Brazil/Laje",-13.18222,-39.425
"Brazil/Laguna",-28.4825,-48.78083
"Brazil/Lagoa Vermelha",-28.20861,-51.52583
"Brazil/Lagoa Santa",-19.63006,-43.9009
"Brazil/Lagoa Formosa",-18.77861,-46.4075
"Brazil/Lagoa da Prata",-20.0225,-45.54361
"Brazil/Presidente Dutra",-11.2951,-41.98605
"Brazil/Lagarto",-10.91722,-37.65
"Brazil/Ladário",-19.00472,-57.60167
"Brazil/Juquitiba",-23.93167,-47.06833
"Brazil/Juquiá",-24.32083,-47.63472
"Brazil/Junqueirópolis",-21.51472,-51.43361
"Brazil/Jundiaí",-23.18639,-46.88417
"Brazil/Júlio de Castilhos",-29.22694,-53.68167
"Brazil/Juiz de Fora",-21.76417,-43.35028
"Brazil/Jussara",-15.865,-50.86806
"Brazil/Juatuba",-19.95194,-44.34278
"Brazil/José Bonifácio",-21.05278,-49.68833
"Brazil/Joinville",-26.30444,-48.84556
"Brazil/João Pinheiro",-17.7425,-46.1725
"Brazil/João Monlevade",-19.81,-43.17361
"Brazil/Joaçaba",-27.17806,-51.50472
"Brazil/Jeremoabo",-10.076,-38.34725
"Brazil/Jequitinhonha",-16.43389,-41.00333
"Brazil/Jequié",-13.85875,-40.08512
"Brazil/Jaú",-22.29639,-48.55778
"Brazil/Jataí",-17.87939,-51.72166
"Brazil/Jarinu",-23.10139,-46.72833
"Brazil/Jardinópolis",-21.01778,-47.76389
"Brazil/Jardim",-21.48028,-56.13806
"Brazil/Jaraguá do Sul",-26.48611,-49.06667
"Brazil/Jaraguá",-23.44077,-46.73774
"Brazil/Jaraguá",-15.75694,-49.33444
"Brazil/Japeri",-22.64306,-43.65333
"Brazil/Japaratuba",-10.59333,-36.94028
"Brazil/Januária",-15.47949,-44.3652
"Brazil/Jandira",-23.5275,-46.9025
"Brazil/Jandaia do Sul",-23.60306,-51.64333
"Brazil/Janaúba",-15.8025,-43.30889
"Brazil/Jales",-20.26889,-50.54583
"Brazil/Jaguaruna",-28.62145,-49.02529
"Brazil/Jaguariúna",-22.70556,-46.98583
"Brazil/Jaguaripe",-13.11333,-38.89556
"Brazil/Jaguariaíva",-24.24423,-49.70932
"Brazil/Jaguarari",-10.26389,-40.19583
"Brazil/Jaguarão",-32.56611,-53.37583
"Brazil/Jaguaquara",-13.53056,-39.97083
"Brazil/Jaguapitã",-23.11278,-51.53194
"Brazil/Jacutinga",-22.28556,-46.61222
"Brazil/Jacupiranga",-24.6925,-48.00222
"Brazil/Jacobina",-11.18143,-40.51372
"Brazil/Jaciara",-15.96528,-54.96833
"Brazil/Jacarezinho",-23.16056,-49.96944
"Brazil/Jacareí",-23.30528,-45.96583
"Brazil/Jaguaré",-18.90556,-40.07611
"Brazil/Jaboticabal",-21.25472,-48.32222
"Brazil/Jaboticatubas",-19.51361,-43.745
"Brazil/Ivoti",-29.59111,-51.16056
"Brazil/Ivaiporã",-24.24778,-51.68472
"Brazil/Iúna",-20.34583,-41.53583
"Brazil/Ituverava",-20.33944,-47.78056
"Brazil/Iturama",-19.72806,-50.19556
"Brazil/Ituporanga",-27.41444,-49.6025
"Brazil/Itupeva",-23.15306,-47.05778
"Brazil/Itumbiara",-18.41917,-49.21528
"Brazil/Ituiutaba",-18.97428,-49.46212
"Brazil/Ituberá",-13.73538,-39.14785
"Brazil/Ituaçu",-13.81333,-41.29667
"Brazil/Itu",-23.26417,-47.29917
"Brazil/Itororó",-15.11694,-40.07028
"Brazil/Itiúba",-10.69167,-39.85361
"Brazil/Itirapina",-22.25278,-47.82278
"Brazil/Itaúna",-20.07528,-44.57639
"Brazil/Itatinga",-23.10167,-48.61583
"Brazil/Itatiba",-23.00583,-46.83889
"Brazil/Itatiaia",-22.49611,-44.56333
"Brazil/Itariri",-24.28917,-47.17444
"Brazil/Itararé",-24.1125,-49.33167
"Brazil/Itarantim",-15.65972,-40.06556
"Brazil/Itaqui",-29.12528,-56.55306
"Brazil/Itaquera",-23.53194,-46.44417
"Brazil/Itaquaquecetuba",-23.48611,-46.34833
"Brazil/Itapuranga",-15.56222,-49.94861
"Brazil/Itaporanga d'Ajuda",-10.99806,-37.31056
"Brazil/Itaporã",-22.07889,-54.78944
"Brazil/Itápolis",-21.59556,-48.81278
"Brazil/Teofilândia",-11.4835,-38.99681
"Brazil/Itapiranga",-27.16944,-53.71222
"Brazil/Itapira",-22.43611,-46.82167
"Brazil/Itapicuru",-11.31667,-38.23333
"Brazil/Itapevi",-23.54889,-46.93417
"Brazil/Itapeva",-23.98222,-48.87556
"Brazil/Itapetininga",-23.59167,-48.05306
"Brazil/Itapetinga",-15.24889,-40.24778
"Brazil/Itaperuna",-21.205,-41.88778
"Brazil/Itaperuçu",-25.22,-49.34778
"Brazil/Itapemirim",-21.01111,-40.83389
"Brazil/Itapema",-27.09028,-48.61139
"Brazil/Itapoá",-26.11694,-48.61611
"Brazil/Itapecerica da Serra",-23.71694,-46.84917
"Brazil/Itapecerica",-20.4725,-45.12556
"Brazil/Itaparica",-12.88833,-38.67861
"Brazil/Itapaci",-14.95083,-49.54944
"Brazil/Itaocara",-21.66917,-42.07611
"Brazil/Itanhém",-17.16639,-40.33
"Brazil/Itanhandu",-22.29583,-44.93472
"Brazil/Itanhaém",-24.18306,-46.78889
"Brazil/Itambé",-15.245,-40.62444
"Brazil/Itambacuri",-18.03111,-41.685
"Brazil/Itamarandiba",-17.85722,-42.85889
"Brazil/Itamaraju",-17.03917,-39.53111
"Brazil/Itajuípe",-14.67806,-39.375
"Brazil/Itajubá",-22.42556,-45.45278
"Brazil/Itajobi",-21.31806,-49.05444
"Brazil/Itagibá",-14.28361,-39.84278
"Brazil/Itajaí",-26.90778,-48.66194
"Brazil/Itaiópolis",-26.33639,-49.90639
"Brazil/Itaí",-23.41778,-49.09056
"Brazil/Itaguaí",-22.85222,-43.77528
"Brazil/Itacaré",-14.2789,-38.99584
"Brazil/Itacarambi",-15.10222,-44.09194
"Brazil/Itabuna",-14.78556,-39.28028
"Brazil/Itaboraí",-22.74444,-42.85944
"Brazil/Itabirito",-20.25333,-43.80139
"Brazil/Itabira",-19.61917,-43.22694
"Brazil/Itaberaí",-16.02028,-49.81028
"Brazil/Itaberaba",-12.5275,-40.30694
"Brazil/Itaberá",-23.86194,-49.13722
"Brazil/Itabaianinha",-11.27389,-37.79
"Brazil/Itabaiana",-10.685,-37.42528
"Brazil/Irecê",-11.30417,-41.85583
"Brazil/Irati",-25.46722,-50.65111
"Brazil/Irará",-12.05,-38.76667
"Brazil/Iraquara",-12.24861,-41.61944
"Brazil/Iracemápolis",-22.58056,-47.51861
"Brazil/Iporã",-24.00306,-53.70417
"Brazil/Iporá",-16.44194,-51.11778
"Brazil/Ipiranga",-23.59957,-46.61599
"Brazil/Ipirá",-12.15833,-39.73722
"Brazil/Ipiaú",-14.13449,-39.73948
"Brazil/Iperó",-23.35028,-47.68861
"Brazil/Ipatinga",-19.46833,-42.53667
"Brazil/Ipanema",-22.98436,-43.20285
"Brazil/Ipanema",-19.80083,-41.71306
"Brazil/Ipameri",-17.72194,-48.15972
"Brazil/Ipaba",-19.41361,-42.41944
"Brazil/Inhumas",-16.35778,-49.49611
"Brazil/Inhapim",-19.54917,-42.12
"Brazil/Inhambupe",-11.78444,-38.35306
"Brazil/Indiaroba",-11.51917,-37.51167
"Brazil/Indaiatuba",-23.08842,-47.2119
"Brazil/Indaial",-26.89778,-49.23167
"Brazil/Imbituva",-25.23,-50.60444
"Brazil/Imbituba",-28.24,-48.67028
"Brazil/Ilhota",-26.89972,-48.82722
"Brazil/Ilhéus",-14.79909,-39.03228
"Brazil/Ilha Solteira",-20.43278,-51.3425
"Brazil/Ilhabela",-23.77806,-45.35806
"Brazil/Ijuí",-28.38778,-53.91472
"Brazil/Iguape",-24.70806,-47.55528
"Brazil/Iguaí",-14.75639,-40.08917
"Brazil/Iguaba Grande",-22.83917,-42.22889
"Brazil/Igrejinha",-29.57444,-50.79028
"Brazil/Igreja Nova",-10.12528,-36.66194
"Brazil/Igarapé",-20.07028,-44.30167
"Brazil/Igarapava",-20.03833,-47.74694
"Brazil/Igaraçu do Tietê",-22.50917,-48.55778
"Brazil/Igaporã",-13.77333,-42.71417
"Brazil/Pilão Arcado",-10.00053,-42.47975
"Brazil/Içara",-28.71333,-49.3
"Brazil/Ibotirama",-12.18528,-43.22056
"Brazil/Ibiúna",-23.65639,-47.2225
"Brazil/Ibititá",-11.54722,-41.9775
"Brazil/Ibitinga",-21.75778,-48.82889
"Brazil/Ibirubá",-28.6275,-53.08972
"Brazil/Ibirité",-20.02194,-44.05889
"Brazil/Ibirataia",-14.06694,-39.64056
"Brazil/Ibirapitanga",-14.16417,-39.37361
"Brazil/Ibirama",-27.05694,-49.51778
"Brazil/Ibiporã",-23.26917,-51.04806
"Brazil/Santa Rita de Cássia",-11.00861,-44.51944
"Brazil/Ibipeba",-11.64083,-42.01111
"Brazil/Ibicoara",-13.41316,-41.28572
"Brazil/Ibicaraí",-14.865,-39.5875
"Brazil/Ibiá",-19.47833,-46.53889
"Brazil/Ibatiba",-20.23389,-41.51056
"Brazil/Ibaté",-21.95472,-47.99667
"Brazil/Ibaiti",-23.84861,-50.18778
"Brazil/Iaçu",-12.76722,-40.21167
"Brazil/Hortolândia",-22.85833,-47.22
"Brazil/Horizontina",-27.62583,-54.30778
"Brazil/Hidrolândia",-16.96222,-49.22806
"Brazil/Gurupi",-11.72917,-49.06861
"Brazil/Guaxupé",-21.30528,-46.71278
"Brazil/Guarulhos",-23.46278,-46.53333
"Brazil/Guarujá",-23.99306,-46.25639
"Brazil/Guariba",-21.36,-48.22833
"Brazil/Guareí",-23.37278,-48.18417
"Brazil/Guaratuba",-25.88278,-48.57472
"Brazil/Guaratinguetá",-22.81639,-45.1925
"Brazil/Guaratinga",-16.58197,-39.78117
"Brazil/Guararema",-23.415,-46.035
"Brazil/Guararapes",-21.26083,-50.64278
"Brazil/Guarapuava",-25.39048,-51.46541
"Brazil/Guarapari",-20.67182,-40.50196
"Brazil/Guaranésia",-21.29917,-46.8025
"Brazil/Guaramirim",-26.47306,-49.00278
"Brazil/Guará",-20.42833,-47.82417
"Brazil/Guará",-15.80976,-47.97202
"Brazil/Guaporé",-28.84556,-51.89028
"Brazil/Guapó",-16.83056,-49.53194
"Brazil/Guapimirim",-22.53722,-42.98194
"Brazil/Guapiara",-24.185,-48.53278
"Brazil/Guapiaçu",-20.795,-49.22028
"Brazil/Guanhães",-18.775,-42.9325
"Brazil/Guanambi",-14.22333,-42.78139
"Brazil/Guaíra",-24.08204,-54.24622
"Brazil/Guaíra",-20.31833,-48.31056
"Brazil/Engenheiro Coelho",-22.49123,-47.21182
"Brazil/Guaianases",-23.54333,-46.41083
"Brazil/Guaçuí",-20.77556,-41.67944
"Brazil/Gravataí",-29.94218,-50.99278
"Brazil/Governador Valadares",-18.85111,-41.94944
"Brazil/Goioerê",-24.18472,-53.0275
"Brazil/Goiatuba",-18.0125,-49.35472
"Brazil/Goiás",-15.93444,-50.14028
"Brazil/Goianira",-16.49611,-49.42639
"Brazil/Goiânia",-16.67861,-49.25389
"Brazil/Goianésia",-15.3175,-49.1175
"Brazil/Giruá",-28.02833,-54.34972
"Brazil/Getúlio Vargas",-27.89028,-52.2275
"Brazil/Gaspar",-26.93139,-48.95889
"Brazil/Garuva",-26.02667,-48.855
"Brazil/Garopaba",-28.02333,-48.61333
"Brazil/Garibaldi",-29.25611,-51.53361
"Brazil/Garça",-22.21056,-49.65611
"Brazil/Gandu",-13.74389,-39.48667
"Brazil/Gama",-16.02511,-48.07121
"Brazil/São Gabriel",-11.22871,-41.87649
"Brazil/Fundão",-19.93408,-40.40473
"Brazil/Frutal",-20.02472,-48.94056
"Brazil/Frederico Westphalen",-27.35917,-53.39444
"Brazil/Franco da Rocha",-23.32167,-46.72694
"Brazil/Francisco Sá",-16.47583,-43.48833
"Brazil/Francisco Morato",-23.28167,-46.74528
"Brazil/Lucas do Rio Verde",-13.07127,-55.91479
"Brazil/Francisco Beltrão",-26.08111,-53.055
"Brazil/Franca",-20.53861,-47.40083
"Brazil/Foz do Iguaçu",-25.54778,-54.58806
"Brazil/Forquilhinha",-28.7475,-49.47222
"Brazil/Formoso do Araguaia",-11.79667,-49.52889
"Brazil/Formosa do Rio Preto",-11.04833,-45.19306
"Brazil/Formosa",-15.53722,-47.33444
"Brazil/Formiga",-20.46444,-45.42639
"Brazil/Florianópolis",-27.59667,-48.54917
"Brazil/Flores da Cunha",-29.02889,-51.18167
"Brazil/Filadélfia",-10.74278,-40.13194
"Brazil/Ferraz de Vasconcelos",-23.54083,-46.36861
"Brazil/Fernandópolis",-20.28389,-50.24639
"Brazil/Feira de Santana",-12.26667,-38.96667
"Brazil/Faxinal",-24.00028,-51.31944
"Brazil/Fátima",-10.6,-38.21667
"Brazil/Fartura",-23.38833,-49.51
"Brazil/Farroupilha",-29.225,-51.34778
"Brazil/Extrema",-22.85472,-46.31833
"Brazil/Eunápolis",-16.3775,-39.58028
"Brazil/Euclides da Cunha",-10.5075,-39.01583
"Brazil/Estrela",-29.50194,-51.96639
"Brazil/Estrela",-28.06111,-50.93833
"Brazil/Esteio",-29.86139,-51.17917
"Brazil/Estância Velha",-29.64833,-51.17389
"Brazil/Estância",-11.26833,-37.43833
"Brazil/Espumoso",-28.72472,-52.84972
"Brazil/Esplanada",-11.79611,-37.945
"Brazil/Espinosa",-14.92611,-42.81917
"Brazil/Espera Feliz",-20.65028,-41.90722
"Brazil/Esmeraldas",-19.7625,-44.31389
"Brazil/Ervália",-20.84,-42.65722
"Brazil/Erechim",-27.63461,-52.2754
"Brazil/Entre Rios",-11.94194,-38.08444
"Brazil/Encruzilhada do Sul",-30.54389,-52.52194
"Brazil/Encruzilhada",-15.53139,-40.90944
"Brazil/Encantado",-29.23611,-51.86972
"Brazil/Embu-Guaçu",-23.83222,-46.81139
"Brazil/Embu das Artes",-23.64889,-46.85222
"Brazil/Elói Mendes",-21.61,-45.56528
"Brazil/Elias Fausto",-23.04278,-47.37389
"Brazil/Ecoporanga",-18.37333,-40.83056
"Brazil/Duque de Caxias",-22.78556,-43.31167
"Brazil/Dracena",-21.4825,-51.53278
"Brazil/Dourados",-22.22111,-54.80556
"Brazil/Dom Pedrito",-30.98278,-54.67306
"Brazil/Domingos Martins",-20.36333,-40.65917
"Brazil/Dois Vizinhos",-25.73361,-53.05722
"Brazil/Dois Irmãos",-29.58028,-51.08528
"Brazil/Dois Córregos",-22.36611,-48.38028
"Brazil/Divinópolis",-20.14355,-44.89065
"Brazil/Divino",-20.61444,-42.14861
"Brazil/Dionísio Cerqueira",-26.255,-53.63972
"Brazil/Dias d'Ávila",-12.6125,-38.29694
"Brazil/Dianópolis",-11.62778,-46.82056
"Brazil/Diamantino",-14.40861,-56.44611
"Brazil/Diamantina",-18.24692,-43.60345
"Brazil/Diadema",-23.68611,-46.62278
"Brazil/Descalvado",-21.90389,-47.61944
"Brazil/Curvelo",-18.75639,-44.43083
"Brazil/Curitibanos",-27.28278,-50.58444
"Brazil/Curitiba",-25.42778,-49.27306
"Brazil/Cunha",-23.07444,-44.95972
"Brazil/Cuiabá",-15.59611,-56.09667
"Brazil/Cubatão",-23.895,-46.42528
"Brazil/Cruz Machado",-26.0175,-51.34667
"Brazil/Cruzília",-21.83861,-44.80833
"Brazil/Cruzeiro do Oeste",-23.785,-53.07333
"Brazil/Cruzeiro",-22.57316,-44.97108
"Brazil/Cruz das Almas",-12.67,-39.10194
"Brazil/Cruz Alta",-28.64397,-53.60633
"Brazil/Crixás",-14.54889,-49.96917
"Brazil/Cristinápolis",-11.47556,-37.75528
"Brazil/Cristalina",-16.76769,-47.6153
"Brazil/Crisópolis",-11.51056,-38.15
"Brazil/Criciúma",-28.6775,-49.36972
"Brazil/Cravinhos",-21.34028,-47.72944
"Brazil/Coxim",-18.50667,-54.76
"Brazil/Cotia",-23.60389,-46.91917
"Brazil/Cosmópolis",-22.64583,-47.19611
"Brazil/Coruripe",-10.12556,-36.17556
"Brazil/Corupá",-26.42528,-49.24306
"Brazil/Corumbá",-19.00917,-57.65333
"Brazil/Correntina",-13.34333,-44.63667
"Brazil/Corrente",-10.44333,-45.16222
"Brazil/Correia Pinto",-27.58472,-50.36111
"Brazil/Coronel Vivida",-25.97972,-52.56778
"Brazil/Coronel Fabriciano",-19.51861,-42.62889
"Brazil/Coromandel",-18.47333,-47.20028
"Brazil/Cornélio Procópio",-23.18111,-50.64667
"Brazil/Corinto",-18.38083,-44.45639
"Brazil/Cordeirópolis",-22.48194,-47.45667
"Brazil/Cordeiro",-22.02861,-42.36083
"Brazil/Corbélia",-24.79889,-53.30667
"Brazil/Coração de Maria",-12.23333,-38.75
"Brazil/Coração de Jesus",-16.68528,-44.365
"Brazil/Contenda",-25.67916,-49.53718
"Brazil/Contagem",-19.93167,-44.05361
"Brazil/Conselheiro Pena",-19.17222,-41.47222
"Brazil/Conselheiro Lafaiete",-20.66028,-43.78611
"Brazil/Congonhas",-20.50525,-43.8588
"Brazil/Condeúba",-14.89528,-41.96861
"Brazil/Conde",-11.81361,-37.61056
"Brazil/Concórdia",-27.23417,-52.02778
"Brazil/Conchas",-23.01528,-48.01056
"Brazil/Conchal",-22.33028,-47.1725
"Brazil/Conceição do Mato Dentro",-19.03722,-43.425
"Brazil/Conceição do Coité",-11.56389,-39.28278
"Brazil/Conceição do Almeida",-12.77944,-39.17
"Brazil/Conceição de Macabu",-22.08528,-41.86833
"Brazil/Conceição do Jacuípe",-12.31667,-38.76667
"Brazil/Conceição das Alagoas",-19.91472,-48.38833
"Brazil/Conceição da Feira",-12.50583,-38.99861
"Brazil/Conceição da Barra",-18.59333,-39.73222
"Brazil/Vera Cruz",-12.96028,-38.60861
"Brazil/Colorado",-22.8375,-51.97306
"Brazil/Colombo",-25.29167,-49.22417
"Brazil/Colina",-20.71333,-48.54083
"Brazil/Colatina",-19.53944,-40.63056
"Brazil/Cocos",-14.18389,-44.53444
"Brazil/Cocal do Sul",-28.59914,-49.32334
"Brazil/Coaraci",-14.64083,-39.55111
"Brazil/Clevelândia",-26.40471,-52.35106
"Brazil/Cláudio",-20.44333,-44.76583
"Brazil/Cipó",-11.09972,-38.51361
"Brazil/Cidreira",-30.18111,-50.20556
"Brazil/Cícero Dantas",-10.6,-38.38333
"Brazil/Cianorte",-23.66333,-52.605
"Brazil/Chopinzinho",-25.85583,-52.52333
"Brazil/Nova Xavantina",-14.66429,-52.35859
"Brazil/Charqueadas",-29.95472,-51.62528
"Brazil/Charqueada",-22.50972,-47.77806
"Brazil/Chapecó",-27.09639,-52.61833
"Brazil/Chapada dos Guimarães",-15.46056,-55.74972
"Brazil/Jussara",-11.04404,-41.97102
"Brazil/Cesário Lange",-23.22667,-47.95306
"Brazil/Cerro Azul",-24.82361,-49.26111
"Brazil/Cerquilho",-23.165,-47.74361
"Brazil/Cerqueira César",-23.03556,-49.16611
"Brazil/Ceres",-15.30833,-49.59833
"Brazil/Central",-11.13556,-42.11278
"Brazil/Ceilândia",-15.8091,-48.13096
"Brazil/Caxias do Sul",-29.16806,-51.17944
"Brazil/Caxambu",-21.97722,-44.9325
"Brazil/Catu",-12.35306,-38.37889
"Brazil/Catanduva",-21.13778,-48.97278
"Brazil/Catalão",-18.16583,-47.94639
"Brazil/Cataguases",-21.38917,-42.69667
"Brazil/Castro Alves",-12.76556,-39.42833
"Brazil/Castro",-24.78927,-50.01225
"Brazil/Castilho",-20.87222,-51.4875
"Brazil/Castelo",-20.60361,-41.18472
"Brazil/Cassilândia",-19.11333,-51.73417
"Brazil/Cássia",-20.58306,-46.92194
"Brazil/Casimiro de Abreu",-22.48056,-42.20417
"Brazil/Cascavel",-24.95583,-53.45528
"Brazil/Casa Branca",-21.77389,-47.08639
"Brazil/Carmópolis de Minas",-20.54139,-44.635
"Brazil/Carmo do Rio Claro",-20.97194,-46.11889
"Brazil/Carmo do Paranaíba",-19.00083,-46.31611
"Brazil/Carmo do Cajuru",-20.18417,-44.77111
"Brazil/Carmo",-21.93361,-42.60861
"Brazil/Carlos Chagas",-17.70306,-40.76639
"Brazil/Carlos Barbosa",-29.2975,-51.50361
"Brazil/Carlópolis",-23.425,-49.72083
"Brazil/Carira",-10.36083,-37.70111
"Brazil/Carinhanha",-14.30472,-43.765
"Brazil/Cariacica",-20.26389,-40.42
"Brazil/Carazinho",-28.28389,-52.78639
"Brazil/Caratinga",-19.78972,-42.13917
"Brazil/Caarapó",-22.63417,-54.82222
"Brazil/Carapicuíba",-23.52272,-46.835
"Brazil/Carangola",-20.73306,-42.02944
"Brazil/Carandaí",-20.95361,-43.80639
"Brazil/Caraí",-17.18889,-41.69472
"Brazil/Caraguatatuba",-23.62028,-45.41306
"Brazil/Capivari",-22.995,-47.50778
"Brazil/Capinzal",-27.34361,-51.61194
"Brazil/Capim Grosso",-11.38111,-40.01278
"Brazil/Capelinha",-17.69139,-42.51583
"Brazil/Capela do Alto",-23.47056,-47.73472
"Brazil/Capela",-10.50333,-37.05278
"Brazil/Capão do Leão",-31.76333,-52.48389
"Brazil/Capão da Canoa",-29.74556,-50.00972
"Brazil/Capão Bonito",-24.00583,-48.34944
"Brazil/Capanema",-25.67194,-53.80889
"Brazil/Cantagalo",-21.98111,-42.36806
"Brazil/Cansanção",-10.66722,-39.49917
"Brazil/Canoinhas",-26.17722,-50.39
"Brazil/Canoas",-29.91778,-51.18361
"Brazil/Canguçu",-31.395,-52.67556
"Brazil/Canela",-29.35622,-50.81357
"Brazil/Cândido Mota",-22.74639,-50.38694
"Brazil/Cândido de Abreu",-24.56694,-51.33333
"Brazil/Candelária",-29.66917,-52.78889
"Brazil/Candeias",-12.66778,-38.55056
"Brazil/Canavieiras",-15.675,-38.94722
"Brazil/Canarana",-11.68472,-41.76889
"Brazil/João Dourado",-11.34484,-41.66317
